"Name","State","DisplayName"
"Rsat.VolumeActivation.Tools~~~~0.0.1.0","NotPresent",
"Rsat.WSUS.Tools~~~~0.0.1.0","NotPresent",
"SNMP.Client~~~~0.0.1.0","Installed",
"Tools.DeveloperMode.Core~~~~0.0.1.0","Installed",
"Tools.Graphics.DirectX~~~~0.0.1.0","Installed",
"Tpm.TpmDiagnostics~~~~0.0.1.0","NotPresent",
"VBSCRIPT~~~~","Installed",
"Windows.Desktop.EMS-SAC.Tools~~~~0.0.1.0","Installed",
"Windows.Kernel.LA57~~~~0.0.1.0","Installed",
"WMIC~~~~","NotPresent",
"WMI-SNMP-Provider.Client~~~~0.0.1.0","Installed",
"XPS.Viewer~~~~0.0.1.0","NotPresent",
